q_num,q_id,subject,correct_answer,is_comprehension,paper_id,date,year,month,day,shift,question_img_path,option1_path,option2_path,option3_path,option4_path
61,69817731118,English,4,True,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q061_69817731118/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q061_69817731118/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q061_69817731118/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q061_69817731118/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q061_69817731118/option4.png
62,69817731119,English,3,True,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q062_69817731119/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q062_69817731119/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q062_69817731119/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q062_69817731119/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q062_69817731119/option4.png
63,69817731120,English,2,True,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q063_69817731120/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q063_69817731120/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q063_69817731120/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q063_69817731120/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q063_69817731120/option4.png
64,69817731121,English,2,True,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q064_69817731121/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q064_69817731121/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q064_69817731121/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q064_69817731121/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q064_69817731121/option4.png
65,69817731122,English,4,True,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q065_69817731122/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q065_69817731122/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q065_69817731122/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q065_69817731122/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q065_69817731122/option4.png
66,69817731123,English,3,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q066_69817731123/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q066_69817731123/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q066_69817731123/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q066_69817731123/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q066_69817731123/option4.png
67,69817731124,English,3,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q067_69817731124/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q067_69817731124/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q067_69817731124/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q067_69817731124/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q067_69817731124/option4.png
68,69817731125,English,1,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q068_69817731125/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q068_69817731125/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q068_69817731125/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q068_69817731125/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q068_69817731125/option4.png
69,69817731126,English,1,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q069_69817731126/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q069_69817731126/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q069_69817731126/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q069_69817731126/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q069_69817731126/option4.png
70,69817731127,English,3,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q070_69817731127/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q070_69817731127/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q070_69817731127/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q070_69817731127/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q070_69817731127/option4.png
71,69817731128,English,1,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q071_69817731128/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q071_69817731128/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q071_69817731128/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q071_69817731128/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q071_69817731128/option4.png
72,69817731129,English,4,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q072_69817731129/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q072_69817731129/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q072_69817731129/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q072_69817731129/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q072_69817731129/option4.png
73,69817731130,English,1,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q073_69817731130/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q073_69817731130/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q073_69817731130/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q073_69817731130/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q073_69817731130/option4.png
74,69817731131,English,1,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q074_69817731131/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q074_69817731131/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q074_69817731131/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q074_69817731131/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q074_69817731131/option4.png
75,69817731132,English,2,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q075_69817731132/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q075_69817731132/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q075_69817731132/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q075_69817731132/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q075_69817731132/option4.png
76,69817731133,English,4,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q076_69817731133/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q076_69817731133/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q076_69817731133/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q076_69817731133/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q076_69817731133/option4.png
77,69817731134,English,3,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q077_69817731134/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q077_69817731134/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q077_69817731134/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q077_69817731134/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q077_69817731134/option4.png
78,69817731135,English,1,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q078_69817731135/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q078_69817731135/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q078_69817731135/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q078_69817731135/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q078_69817731135/option4.png
79,69817731136,English,4,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q079_69817731136/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q079_69817731136/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q079_69817731136/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q079_69817731136/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q079_69817731136/option4.png
80,69817731137,English,3,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q080_69817731137/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q080_69817731137/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q080_69817731137/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q080_69817731137/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q080_69817731137/option4.png
81,69817731138,English,2,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q081_69817731138/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q081_69817731138/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q081_69817731138/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q081_69817731138/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q081_69817731138/option4.png
82,69817731139,English,2,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q082_69817731139/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q082_69817731139/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q082_69817731139/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q082_69817731139/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q082_69817731139/option4.png
83,69817731140,English,4,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q083_69817731140/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q083_69817731140/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q083_69817731140/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q083_69817731140/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q083_69817731140/option4.png
84,69817731141,English,1,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q084_69817731141/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q084_69817731141/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q084_69817731141/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q084_69817731141/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q084_69817731141/option4.png
85,69817731142,English,3,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q085_69817731142/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q085_69817731142/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q085_69817731142/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q085_69817731142/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q085_69817731142/option4.png
86,69817731143,English,1,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q086_69817731143/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q086_69817731143/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q086_69817731143/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q086_69817731143/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q086_69817731143/option4.png
87,69817731144,English,4,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q087_69817731144/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q087_69817731144/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q087_69817731144/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q087_69817731144/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q087_69817731144/option4.png
88,69817731145,English,2,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q088_69817731145/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q088_69817731145/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q088_69817731145/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q088_69817731145/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q088_69817731145/option4.png
89,69817731146,English,3,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q089_69817731146/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q089_69817731146/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q089_69817731146/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q089_69817731146/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q089_69817731146/option4.png
90,69817731147,English,4,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q090_69817731147/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q090_69817731147/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q090_69817731147/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q090_69817731147/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-20-Shift2_Q090_69817731147/option4.png
91,69817731148,Mathematics,4,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q091_69817731148/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q091_69817731148/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q091_69817731148/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q091_69817731148/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q091_69817731148/option4.png
92,69817731149,Mathematics,2,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q092_69817731149/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q092_69817731149/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q092_69817731149/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q092_69817731149/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q092_69817731149/option4.png
93,69817731150,Mathematics,3,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q093_69817731150/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q093_69817731150/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q093_69817731150/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q093_69817731150/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q093_69817731150/option4.png
94,69817731151,Mathematics,1,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q094_69817731151/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q094_69817731151/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q094_69817731151/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q094_69817731151/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q094_69817731151/option4.png
95,69817731152,Mathematics,3,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q095_69817731152/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q095_69817731152/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q095_69817731152/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q095_69817731152/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q095_69817731152/option4.png
96,69817731153,Mathematics,2,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q096_69817731153/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q096_69817731153/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q096_69817731153/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q096_69817731153/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q096_69817731153/option4.png
97,69817731154,Mathematics,4,False,2025-Jan-20-Shift2,20 Jan 2025,2025,Jan,20,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q097_69817731154/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q097_69817731154/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q097_69817731154/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q097_69817731154/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Mathematics/2025-Jan-20-Shift2_Q097_69817731154/option4.png
